genres,id,original_title
"[{'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",43787,You Were Never Lovelier
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",27437,The Bachelor and the Bobby-Soxer
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",40374,Breezy
"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",20316,En la ciudad sin límites
"[{'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",41925,The Comfort of Strangers
"[{'id': 18, 'name': 'Drama'}]",259389,Dancing in September
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10752, 'name': 'War'}]",22871,Destination Tokyo
"[{'id': 35, 'name': 'Comedy'}]",37019,Dr. Jekyll and Ms. Hyde
"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",18190,Dream Lover
"[{'id': 27, 'name': 'Horror'}, {'id': 10769, 'name': 'Foreign'}]",71786,Fausto 5.0
"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}, {'id': 53, 'name': 'Thriller'}]",42347,For Queen & Country
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",39140,Funny About Love
"[{'id': 18, 'name': 'Drama'}]",69903,The Greatest
[],219345,Grief
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",41890,Hometown Legend
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 10751, 'name': 'Family'}]",27307,How I Got Into College
"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",36709,Map of the Human Heart
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",32294,Mr. Blandings Builds His Dream House
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",41463,My Favorite Wife
"[{'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",19051,The New Adventures of Pippi Longstocking
"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",43485,Night and Day
"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 37, 'name': 'Western'}]",51997,No Name on the Bullet
"[{'id': 37, 'name': 'Western'}, {'id': 10752, 'name': 'War'}, {'id': 36, 'name': 'History'}, {'id': 10749, 'name': 'Romance'}]",43885,The Plainsman
"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",112969,Slaughter of the Innocents
"[{'id': 18, 'name': 'Drama'}]",62694,The Snake Pit
"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 37, 'name': 'Western'}]",43785,The Spoilers
"[{'id': 35, 'name': 'Comedy'}]",53287,The Super
"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",29584,Tai-Pan
"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10749, 'name': 'Romance'}]",32644,Two of a Kind
"[{'id': 12, 'name': 'Adventure'}, {'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}]",89482,Guerreros
"[{'id': 18, 'name': 'Drama'}]",1040,Il gattopardo
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",42604,"Goodbye, Columbus"
"[{'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",24214,The President's Analyst
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",5122,The Day of the Locust
"[{'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}]",42469,The Creeping Flesh
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",119623,Un amour de Swann
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",1783,To End All Wars
"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",10910,Moulin Rouge
"[{'id': 18, 'name': 'Drama'}]",17238,The Belly of an Architect
"[{'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}]",22156,Nid de guêpes
"[{'id': 35, 'name': 'Comedy'}]",26814,Love Happy
"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",43116,High School Confidential!
"[{'id': 18, 'name': 'Drama'}]",39269,Out of the Blue
"[{'id': 53, 'name': 'Thriller'}]",99859,Crimetime
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",31522,Une Femme est une femme
"[{'id': 18, 'name': 'Drama'}]",47796,Mamma Roma
"[{'id': 18, 'name': 'Drama'}]",26893,どん底
"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",69035,Ruby Cairo
"[{'id': 35, 'name': 'Comedy'}]",73621,Night Patrol
"[{'id': 28, 'name': 'Action'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",22976,Biggles
"[{'id': 10402, 'name': 'Music'}, {'id': 35, 'name': 'Comedy'}, {'id': 37, 'name': 'Western'}]",55441,Fancy Pants
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",45608,The World of Suzie Wong
"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",21619,King of the Ants
"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",9680,Uncle Sam
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",42801,"Ieri, oggi, domani"
"[{'id': 18, 'name': 'Drama'}]",12627,La Belle Noiseuse
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",86404,La balance
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",18671,Gun Crazy
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",17218,The Set-Up
"[{'id': 99, 'name': 'Documentary'}]",41316,Unprecedented: The 2000 Presidential Election
"[{'id': 18, 'name': 'Drama'}]",5179,The Prime of Miss Jean Brodie
"[{'id': 99, 'name': 'Documentary'}]",53198,Il mio viaggio in Italia
"[{'id': 10751, 'name': 'Family'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",65156,The North Avenue Irregulars
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",42593,Lovers and Other Strangers
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",76002,Kotch
"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",64868,Greyfriars Bobby: The True Story of a Dog
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",52741,Side Out
"[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10751, 'name': 'Family'}]",15081,The Three Lives of Thomasina
"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 80, 'name': 'Crime'}]",21147,"No Deposit, No Return"
"[{'id': 10402, 'name': 'Music'}, {'id': 10751, 'name': 'Family'}]",64877,"The One and Only, Genuine, Original Family Band"
[],147169,Under the Lighthouse Dancing
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",16703,This Gun for Hire
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",20298,Black Angel
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",19974,The Big Clock
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",22112,Criss Cross
"[{'id': 28, 'name': 'Action'}, {'id': 36, 'name': 'History'}]",4201,The Fifth Musketeer
"[{'id': 27, 'name': 'Horror'}]",39868,Evilspeak
"[{'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",20408,Terror by Night
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",13580,The Spy Who Came in from the Cold
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",18706,Sherlock Holmes and the Secret Weapon
"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",34327,The Woman in Green
"[{'id': 10752, 'name': 'War'}, {'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",43013,The Counterfeit Traitor
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",38505,"Un, deux, trois, soleil"
"[{'id': 36, 'name': 'History'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",41940,Roadkill
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]",20417,Dressed to Kill
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",14652,Bon voyage
"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",69526,The Assassination Bureau
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",14462,The Manchurian Candidate
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",14623,Thunderbirds
"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",6947,The Village
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",401,Garden State
"[{'id': 18, 'name': 'Drama'}]",50247,麦秋
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",46326,Le Quai des brumes
"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",35780,Thunderbirds are GO
"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 16, 'name': 'Animation'}]",25361,Thunderbird 6
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",45522,Castle Keep
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}, {'id': 878, 'name': 'Science Fiction'}]",23750,Revengers Tragedy
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",45509,攝氏32度
"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",44289,Octane
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",25536,PTU
"[{'id': 18, 'name': 'Drama'}]",38837,Неоконченная пьеса для механического пианино
"[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 10769, 'name': 'Foreign'}]",23305,The Warrior
"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",17768,A Funny Thing Happened on the Way to the Forum
"[{'id': 99, 'name': 'Documentary'}, {'id': 18, 'name': 'Drama'}]",27375,Salesman
"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",1538,Collateral
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",14846,Little Black Book
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",2577,Code 46
"[{'id': 35, 'name': 'Comedy'}]",52936,In the Soup
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",46884,They Came to Cordura
"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",33333,青い春
"[{'id': 18, 'name': 'Drama'}]",41975,Une affaire de femmes
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",16606,주유소 습격사건
"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}, {'id': 10769, 'name': 'Foreign'}, {'id': 35, 'name': 'Comedy'}]",60760,Masques
"[{'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]",11282,Harold & Kumar Go to White Castle
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]",11130,The Princess Diaries 2: Royal Engagement
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",14389,Danny Deckchair
"[{'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}]",395,AVP: Alien vs. Predator
"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}]",11052,Yu-Gi-Oh! The Movie
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",60015,Novo
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",23601,We Don't Live Here Anymore
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",10762,Without a Paddle
"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",11026,Exorcist: The Beginning
"[{'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",18693,Speedway
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",45598,The Trouble with Girls
"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",8745,It Happened at the World's Fair
"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",45335,Double Trouble
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}]",18690,Spinout
"[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",7506,Harum Scarum
"[{'id': 35, 'name': 'Comedy'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}]",65596,The Spaceman and King Arthur
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",36912,The Sting II
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",46081,If a Man Answers
"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",40087,Cheerleader Camp
"[{'id': 18, 'name': 'Drama'}]",46831,Ressources humaines
"[{'id': 35, 'name': 'Comedy'}]",20120,Bill Cosby: Himself
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",22543,Dead Ringer
"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",44415,Benji: Off the Leash!
"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",11237,Anacondas: The Hunt for the Blood Orchid
"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",8080,Suspect Zero
"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",14797,Tian di ying xiong
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",11632,Vanity Fair
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",18475,The Cookout
"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",15644,Paparazzi
"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",11208,Wicker Park
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",24079,Triggermen
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",16153,Alice Doesn't Live Here Anymore
"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",13559,The Mangler
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",42694,Who's That Knocking at My Door
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",32298,Seeing Other People
"[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}, {'id': 53, 'name': 'Thriller'}]",66566,Past Midnight
"[{'id': 35, 'name': 'Comedy'}]",124029,A Million to Juan
"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",42164,Amator
"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",124,Bez Konca
"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",29979,Highwaymen
"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",41762,Graffiti Bridge
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",12548,I Vitelloni
"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",33345,Under the Cherry Moon
"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",19893,Flipper
"[{'id': 35, 'name': 'Comedy'}]",42264,Smile
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",11387,Lord Jim
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",104659,A Small Circle of Friends
"[{'id': 27, 'name': 'Horror'}]",24924,Night of the Demons
"[{'id': 27, 'name': 'Horror'}]",17994,Witchboard
"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}, {'id': 10751, 'name': 'Family'}]",75759,Roller Boogie
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",60437,Lilith
"[{'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10402, 'name': 'Music'}]",49069,The Apple
"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",31117,Superbabies: Baby Geniuses 2
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",9759,Cellular
"[{'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",1577,Resident Evil: Apocalypse
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",14198,Criminal
"[{'id': 18, 'name': 'Drama'}]",288952,Evergreen
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",16232,Mr. 3000
"[{'id': 9648, 'name': 'Mystery'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",5137,Sky Captain and the World of Tomorrow
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",11823,Wimbledon
"[{'id': 18, 'name': 'Drama'}]",2003,Anatomie de l'enfer
"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",18804,Head in the Clouds
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]",13969,First Daughter
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",10145,The Forgotten
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",26486,The Last Shot
"[{'id': 35, 'name': 'Comedy'}]",13702,A Dirty Shame
"[{'id': 18, 'name': 'Drama'}]",1653,Diarios de motocicleta
"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]",747,Shaun of the Dead
"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",84214,"Come Back, Little Sheba"
"[{'id': 10749, 'name': 'Romance'}]",84655,The Black Orchid
"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",23627,Second Chorus
"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",26230,Class of Nuke 'Em High 2: Subhumanoid Meltdown
"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",4176,Murder on the Orient Express
"[{'id': 18, 'name': 'Drama'}]",11177,Mask
"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",43839,Alexander's Ragtime Band
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",26690,The Boston Strangler
"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}]",35101,The Last Flight of Noah's Ark
"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",10905,The Man with One Red Shoe
"[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",18196,The Sentinel
"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",70345,Sssssss
"[{'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",88174,Whispers in the Dark
"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",132422,Stealing Time
"[{'id': 27, 'name': 'Horror'}]",42215,The Legacy
"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",43105,The Alligator People
"[{'id': 53, 'name': 'Thriller'}]",71140,Hear No Evil
"[{'id': 27, 'name': 'Horror'}]",27816,Basket Case 3
"[{'id': 27, 'name': 'Horror'}]",27815,Basket Case 2
"[{'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}, {'id': 27, 'name': 'Horror'}]",12707,Orca: The Killer Whale
"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",43657,AKA
"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",43117,I Married a Monster from Outer Space
"[{'id': 18, 'name': 'Drama'}]",47446,The Trojan Women
"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",54979,Robinson Crusoe
"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",42172,Hardcore
"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",42600,Watermelon Man
"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",47825,Flashpoint
"[{'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",62697,Bug
"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",31655,The Terror
"[{'id': 27, 'name': 'Horror'}]",27498,Jack O
